solar,machine51,machine53,machine32,machine34,machine45,machine43,machine55,machine42
0.20934,1098.1,1314.2,691.49,449.77,709.23,1035.2,671.74,954.99
0.20694,1030,1299.2,631.1,634.77,1110.9,668.65,803.1,713.96
0.20444,1080.3,1091.9,645.47,726.81,505.67,1050.3,638.33,949.16
0.20195,924.77,1236.4,631.26,774.3,981.62,1030.7,700.39,670.52
0.19944,914.28,1273.1,709.68,805.25,946.88,624.64,1144.6,768.25
0.19704,1025.3,822.46,708.3,402.61,1038.9,876.03,881.91,911.54
0.19427,948.48,939.87,669.62,762.33,550.01,915.02,1157.3,814.44
0.19154,939.47,754.33,470.39,457.72,515.62,655.91,1395.1,799.56
0.18915,966.3,804.23,632.15,345.6,471.73,821.8,1325.5,721.89
0.18664,983.09,1150.5,464.95,493.9,1093,773.76,1259.4,851.61
0.18402,961.29,1166.3,595.49,360.92,581.54,602.34,604.85,676.04
0.18129,862.5,752.2,549.54,465.95,569.03,540.9,1255.5,620.05
0.17878,923.62,626.41,620.01,535.62,1027.9,507.86,1070.2,794.73
0.17631,908.42,908.82,532.6,488.71,733.87,609.45,577.61,813.12
0.17341,812.92,833.63,491.72,678.79,902.57,488.01,944.67,667.76
0.17154,777.22,822.89,496.75,673.3,498.66,881.57,866.13,774.39
0.16992,799.23,692.54,589.23,604.56,851.12,640.48,1038,657.06
0.16784,920.85,858.84,488.14,330.7,903.43,734.78,727.83,724.97
0.16587,791.79,652.67,458.74,343.12,984.07,787.21,802.61,631.74
0.16333,848.07,622.99,397.55,372.05,498.81,844.36,577.07,536.64
0.16054,736.25,734.34,546.08,300.16,406.36,521.31,1164.3,769.79
0.15839,863.33,1010.3,423.25,384.13,559.87,776.37,1155.6,666.69
0.15637,747.26,590.95,413.26,560.54,739.15,636.54,1045.7,617.07
0.15387,742.01,809.62,487.37,283.42,330.35,451.19,433.9,509.95
0.15075,823.82,565.24,444.16,617.31,608.21,498.19,1129.5,716.35
0.14803,765.79,552.08,392.88,282.71,595.5,752.05,797.56,577.78
0.14565,743.11,603.53,467.12,375.38,660.76,532.12,475.25,485.77
0.14317,750.05,860.78,406.75,301.37,328.34,707.46,526.02,633.9
0.14084,702.37,829.43,390.17,425.42,736.37,647.96,958.93,575.36
0.1385,733.45,879.42,456.36,269.91,382.46,635.93,421.89,659.65
0.1364,719.31,884.3,379.3,485.81,717.77,517.93,645.64,562.25
0.13405,705.49,718.11,372.37,499.2,677.37,454.41,675.28,460.51
0.13167,609.57,721.79,327.57,300.69,711.39,556.93,775.06,624.61
0.1295,687.03,745.01,434.86,318.21,472.85,447.57,462.85,473.36
0.12718,659.35,610.99,390.65,290.18,564.61,596.82,357,608.2
0.12455,637.88,799.99,426.66,235.95,471.03,445.35,407.87,572.72
0.12167,590.37,571.79,425.04,335.28,474.49,601.78,722.44,517.84
0.11948,630.24,708.02,332.35,217.81,675.91,362.52,815.07,565.45
0.11729,629.24,647.62,359.76,338.17,389.36,353.15,487.66,534.44
0.11536,528.55,452.19,316.64,436.91,486.73,411.72,738.14,531.12
0.1138,577.08,589.33,370.19,295.56,654.46,350.74,736.44,424.25
0.11173,515.59,575.24,355.4,365.52,559.49,356.45,711.17,495.45
0.10951,586.41,561.6,340.94,266.29,436.19,567.22,347.47,408.39
0.10693,482.79,634.19,349.99,398.03,385,509.66,637.38,498.77
0.10458,537.71,573.51,252.68,405.01,287.87,359.26,356.19,424.97
0.1019,511.41,570.92,340.5,245.92,576.82,365.44,344.72,363.41
0.099335,460.87,518.95,314.95,238.17,433.19,364.13,605.73,371.21
0.097164,483.69,405.32,282.68,319.89,229.8,306.84,315.56,324.73
0.095236,493.13,491.28,320.67,262.86,409.11,328.75,526.89,443.89
0.092948,471.42,600.05,225.09,270.11,373.24,419.57,553.32,445.07
0.090694,432.5,467.38,224.1,218,376.63,360.1,364.78,310.67
0.088368,427.88,531.72,278.89,211.24,345.88,458.05,541.95,286.9
0.085931,434.18,465.41,245.23,207.28,363.76,396.26,256.26,332.33
0.083611,417.79,507.97,260.39,278.83,186.75,331.45,262.93,357.55
0.081224,427.81,314.27,264.93,279.42,173.39,408.71,418.84,286.35
0.078993,400.51,439.83,214.66,224.49,404.89,396.23,353.12,302.07
0.07666,396.03,487.86,268.49,205.77,325.93,361.91,535.98,358.68
0.074407,365.57,305.8,196.44,134.42,441.54,372.71,474.76,332.67
0.072249,364.98,407.07,178.83,140.74,319.74,245.09,181.29,319.77
0.070387,346.69,455.31,174.86,147.73,413.43,345.27,260.56,283.34
0.068106,311.84,368.23,213.81,233.65,364.94,316.34,188.87,226.87
0.065922,332.45,294.43,177.55,122.19,176.84,335.04,276.34,263.46
0.063605,309.77,348.79,188.2,250.77,193.25,281.94,327.87,208.24
0.061251,317.17,269.2,154.75,178.98,289.67,286.16,406.59,237.96
0.059088,295.69,319.23,193.34,164.92,202.39,211.04,284.34,251.86
0.057204,294.37,259.23,177.75,219.21,155.12,200.89,156.11,256.27
0.055225,292.48,258.85,153.74,230.87,232.15,156.56,375.3,229.19
0.053204,285.25,310.24,134.39,146.1,314.12,214.16,237.68,217.52
0.051288,280.82,248.42,176.27,109.91,122.2,186.41,146.88,208.8
0.049121,268.46,213.36,122.61,105.61,130.28,201.03,237.98,178.04
0.041863,216.62,162.16,113.12,134.55,142.52,169.74,174.82,135.54
0.028626,140.31,143.53,73.153,93.638,167.57,86.311,115.74,115.84
0.017954,88.827,113.47,58.627,64.113,81.809,51.794,102.48,66.606
0.015753,72.482,58.963,54.861,37.911,62.692,58.782,60.148,57.042
0.015263,79.362,56.019,51.078,38.181,81.777,60.49,55.976,54.228
0.014802,71.259,96.008,38.883,56.856,79.568,60.213,86.21,56.119
0.01436,69.177,85.167,36.231,33.18,54.361,53.529,91.517,56.846
0.013908,73.666,49.714,50.053,34.482,70.53,40.112,95.292,61.037
0.013479,62.128,82.219,45.637,24.385,62.556,58.197,47.883,52.513
0.013025,70.768,63.457,32.98,44.699,76.679,50.081,48.06,60.175
0.012553,68.447,58.683,41.624,25.609,36.346,38.235,32.726,50.551
0.012055,57.365,43.418,39.776,37.371,66.636,49.995,88.523,53.089
0.011563,63.011,66.101,31.408,23.242,54.851,54.869,37.627,42.808
0.011034,55.027,61.911,34.374,21.301,64.931,46.106,59.277,45.498
0.010441,53.26,40.805,25.497,29.165,32.282,46.518,77.558,37.537
0.0098608,51.931,54.234,30.012,39.061,46.027,40.47,29.054,31.993
0.0092646,50.583,52.778,32.137,36.582,47.966,37.842,39.023,33.809
0.0086881,43.219,30.632,25.28,30.61,31.643,36.933,47.389,41.406
0.0081752,39.045,29.663,28.162,32.135,28.514,25.812,27.359,28.291
0.007659,39.024,46.37,18.787,24.633,22.909,25.461,47.043,26.752
0.0071843,33.098,34.911,18.912,19.345,19.649,35.406,25.629,29.229
0.0067442,31.464,32.674,22.844,19.788,37.215,29.509,35.337,27.177
0.006292,30.99,37.352,19.948,14.108,37.694,24.993,31.751,27.827
0.005878,30.416,33.363,15.675,15.985,19.895,28.334,43.358,21.463
0.0054989,30.11,29.18,14.431,16.013,13.729,24.635,34.6,21.818
0.0051069,26.47,28.875,13.561,10.914,20.033,26.549,35.258,16.66
0.0047563,25.915,29.387,12.627,19.77,14.355,20.473,24.228,18.986
0.0044184,20.972,16.309,11.497,15.003,21.316,21.47,17.007,14.298
0.0040513,20.492,16.598,14.197,9.9671,11.813,16.382,15.315,13.069
0.003808,20.854,23.595,13.522,14.573,13.419,11.481,23.471,16.344
0.0034888,17.218,13.709,9.6587,11.976,14.01,15.92,20.026,11.543
0.003204,17.605,12.955,9.4601,10.079,14.818,15.217,20.448,11.773
0.0029294,13.71,17.652,9.3312,9.5471,11.453,12.502,12.864,13.435
0.0026294,13.095,12.839,7.2622,8.2333,11.316,8.2722,16.055,9.2558
0.0023422,11.195,13.107,6.1571,6.5878,6.6303,7.3379,15.386,8.7261
0.0020807,10.363,7.7005,5.1984,5.3304,6.7794,7.5141,12.006,8.057
0.0018475,9.8513,11.312,5.6528,4.8244,7.7004,6.2849,8.0199,8.424
0.0016207,8.6957,6.033,5.7277,2.9769,3.7554,7.4704,7.0735,5.7295
0.0014162,7.5573,8.6025,4.7121,3.7323,8.3138,5.0704,7.535,5.0335
0.0012118,6.1643,5.3924,3.9333,2.3899,2.8648,3.9302,4.1961,4.181
0.0010546,5.0331,4.2693,2.5758,2.078,2.204,4.5053,4.0653,4.1674
0.00088227,4.1253,5.2348,2.1379,2.6749,5.0034,4.0547,5.645,3.3392
0.00072562,3.9642,3.3124,2.5022,2.5859,2.6772,2.9273,3.0325,2.455
0.00058768,3.1069,2.8949,1.5117,1.744,3.3073,2.2655,3.4014,2.3137
0.00044338,2.0466,2.0162,1.2226,0.80347,1.1822,2.1721,2.7381,1.4684
0.00032007,1.4881,2.0225,1.1065,0.82553,1.2332,1.4476,1.4858,1.2987
0.00020623,1.124,1.0299,0.69725,0.73535,0.54295,0.96924,0.52968,0.89865
0.0001341,0.66951,0.60511,0.44332,0.46877,0.50561,0.63992,0.88242,0.60426
6.03E-05,0.30165,0.24074,0.18704,0.24018,0.19052,0.22016,0.25026,0.26318
8.35E-12,4.34E-08,3.62E-08,2.87E-08,1.67E-08,1.90E-08,4.28E-08,4.70E-08,3.70E-08
8.35E-12,3.88E-08,3.71E-08,2.01E-08,2.62E-08,4.75E-08,3.23E-08,3.55E-08,3.36E-08
8.35E-12,3.83E-08,4.84E-08,2.39E-08,1.80E-08,2.96E-08,2.88E-08,3.34E-08,2.69E-08
8.35E-12,3.96E-08,4.08E-08,2.15E-08,2.26E-08,3.18E-08,3.39E-08,4.39E-08,3.12E-08
8.35E-12,3.94E-08,3.30E-08,2.57E-08,2.16E-08,3.85E-08,3.92E-08,5.47E-08,3.59E-08
8.35E-12,3.99E-08,4.23E-08,2.56E-08,2.47E-08,2.15E-08,3.02E-08,5.70E-08,3.00E-08
8.35E-12,3.91E-08,4.24E-08,2.39E-08,3.20E-08,4.04E-08,3.71E-08,3.38E-08,2.69E-08
8.35E-12,4.03E-08,4.80E-08,2.23E-08,3.42E-08,1.72E-08,3.97E-08,2.91E-08,3.01E-08
8.35E-12,4.13E-08,4.38E-08,2.60E-08,3.44E-08,3.26E-08,3.58E-08,4.67E-08,3.50E-08
8.35E-12,4.07E-08,4.66E-08,2.31E-08,2.26E-08,4.20E-08,3.35E-08,4.66E-08,3.21E-08
8.35E-12,3.92E-08,4.19E-08,2.48E-08,1.78E-08,3.23E-08,3.30E-08,2.26E-08,2.79E-08
8.35E-12,4.02E-08,5.42E-08,2.62E-08,3.02E-08,2.59E-08,3.41E-08,2.18E-08,3.77E-08
8.35E-12,3.96E-08,4.56E-08,2.63E-08,1.82E-08,4.20E-08,3.00E-08,3.07E-08,3.62E-08
8.35E-12,4.03E-08,4.21E-08,2.44E-08,3.10E-08,3.48E-08,4.18E-08,2.67E-08,3.88E-08
8.35E-12,3.99E-08,5.29E-08,2.07E-08,2.61E-08,1.71E-08,2.62E-08,5.66E-08,3.53E-08
8.35E-12,4.45E-08,4.67E-08,2.14E-08,2.84E-08,3.23E-08,4.19E-08,5.78E-08,3.62E-08
8.35E-12,4.30E-08,3.57E-08,2.71E-08,2.98E-08,4.22E-08,3.13E-08,2.35E-08,3.61E-08
8.35E-12,4.09E-08,5.02E-08,2.25E-08,3.43E-08,4.70E-08,2.98E-08,5.29E-08,3.68E-08
8.35E-12,4.26E-08,3.28E-08,2.05E-08,3.23E-08,3.65E-08,2.50E-08,3.12E-08,3.80E-08
8.35E-12,3.82E-08,4.96E-08,2.89E-08,2.25E-08,4.34E-08,3.96E-08,2.83E-08,3.60E-08
8.35E-12,4.31E-08,5.40E-08,2.39E-08,2.97E-08,1.92E-08,2.49E-08,4.32E-08,3.19E-08
8.35E-12,4.07E-08,5.36E-08,2.72E-08,2.20E-08,2.48E-08,3.85E-08,5.78E-08,3.14E-08
8.35E-12,3.82E-08,4.31E-08,2.42E-08,1.95E-08,3.27E-08,3.34E-08,4.61E-08,3.05E-08
8.35E-12,4.21E-08,4.22E-08,2.48E-08,2.67E-08,2.98E-08,4.18E-08,4.91E-08,3.06E-08
8.35E-12,4.56E-08,2.96E-08,2.23E-08,3.16E-08,4.27E-08,2.95E-08,5.70E-08,3.91E-08
8.35E-12,4.39E-08,4.03E-08,2.55E-08,3.26E-08,4.94E-08,3.53E-08,4.54E-08,3.85E-08
8.35E-12,4.42E-08,4.21E-08,2.56E-08,2.79E-08,2.78E-08,3.00E-08,2.71E-08,3.64E-08
8.35E-12,4.07E-08,4.44E-08,2.01E-08,1.78E-08,4.89E-08,3.78E-08,5.91E-08,3.65E-08
8.35E-12,4.17E-08,4.52E-08,2.49E-08,2.33E-08,2.59E-08,4.11E-08,5.87E-08,3.28E-08
8.35E-12,4.11E-08,4.30E-08,2.80E-08,1.62E-08,3.23E-08,3.89E-08,5.03E-08,3.58E-08
8.35E-12,4.41E-08,4.06E-08,2.23E-08,3.38E-08,3.75E-08,3.81E-08,5.58E-08,3.47E-08
8.35E-12,4.09E-08,4.47E-08,2.68E-08,1.54E-08,4.14E-08,2.45E-08,3.10E-08,3.65E-08
8.35E-12,4.12E-08,2.93E-08,2.22E-08,2.28E-08,4.09E-08,3.88E-08,3.09E-08,2.72E-08
8.35E-12,4.55E-08,4.25E-08,2.17E-08,2.23E-08,2.60E-08,3.50E-08,4.76E-08,2.83E-08
8.35E-12,3.78E-08,4.13E-08,2.16E-08,3.36E-08,3.05E-08,3.15E-08,2.73E-08,3.84E-08
8.35E-12,4.49E-08,3.16E-08,2.34E-08,2.89E-08,2.24E-08,3.03E-08,3.61E-08,3.13E-08
8.35E-12,4.52E-08,3.35E-08,2.20E-08,3.44E-08,3.21E-08,3.81E-08,2.45E-08,2.96E-08
8.35E-12,4.23E-08,3.73E-08,2.96E-08,2.69E-08,2.07E-08,2.89E-08,2.70E-08,3.63E-08
8.35E-12,4.39E-08,5.05E-08,2.17E-08,2.36E-08,4.35E-08,2.75E-08,4.83E-08,3.06E-08
8.35E-12,4.33E-08,3.70E-08,2.95E-08,1.98E-08,4.00E-08,2.62E-08,3.95E-08,3.54E-08
8.35E-12,3.83E-08,4.21E-08,2.25E-08,2.26E-08,3.64E-08,4.33E-08,2.25E-08,3.03E-08
8.35E-12,4.01E-08,3.44E-08,2.64E-08,2.94E-08,3.46E-08,2.49E-08,2.73E-08,3.59E-08
8.35E-12,4.04E-08,5.03E-08,2.95E-08,3.01E-08,1.76E-08,3.83E-08,3.49E-08,3.74E-08
8.35E-12,3.90E-08,4.52E-08,2.15E-08,3.15E-08,2.27E-08,2.70E-08,2.72E-08,3.25E-08
8.35E-12,4.49E-08,4.17E-08,2.57E-08,1.68E-08,3.15E-08,3.75E-08,6.19E-08,3.15E-08
8.35E-12,3.85E-08,3.57E-08,3.00E-08,3.18E-08,4.18E-08,3.87E-08,6.16E-08,3.85E-08
8.35E-12,4.29E-08,5.19E-08,2.82E-08,2.72E-08,4.53E-08,2.65E-08,3.44E-08,3.35E-08
8.35E-12,4.09E-08,3.63E-08,2.89E-08,2.12E-08,4.43E-08,2.71E-08,5.64E-08,3.07E-08
8.35E-12,3.78E-08,3.85E-08,2.39E-08,3.22E-08,4.75E-08,2.85E-08,4.50E-08,3.11E-08
8.35E-12,4.15E-08,4.78E-08,2.68E-08,1.63E-08,4.68E-08,3.78E-08,3.94E-08,2.90E-08
8.35E-12,4.11E-08,2.92E-08,2.55E-08,2.63E-08,1.89E-08,3.11E-08,4.20E-08,3.83E-08
8.35E-12,4.38E-08,4.79E-08,2.85E-08,1.98E-08,2.80E-08,4.27E-08,2.69E-08,2.81E-08
8.35E-12,4.52E-08,3.21E-08,2.75E-08,2.96E-08,2.08E-08,4.31E-08,2.96E-08,3.01E-08
8.35E-12,4.16E-08,3.66E-08,2.72E-08,2.65E-08,4.05E-08,2.54E-08,3.40E-08,3.91E-08
8.35E-12,4.50E-08,4.42E-08,2.50E-08,3.16E-08,4.40E-08,2.62E-08,4.61E-08,3.73E-08
8.35E-12,4.38E-08,2.95E-08,2.20E-08,2.27E-08,3.14E-08,4.13E-08,5.97E-08,3.48E-08
8.35E-12,4.37E-08,5.16E-08,2.37E-08,1.91E-08,3.44E-08,4.20E-08,2.96E-08,3.98E-08
8.35E-12,4.11E-08,3.60E-08,2.74E-08,2.57E-08,2.92E-08,3.10E-08,2.99E-08,3.80E-08
8.35E-12,3.82E-08,3.83E-08,2.11E-08,3.33E-08,1.81E-08,2.80E-08,3.55E-08,3.86E-08
8.35E-12,4.16E-08,3.45E-08,2.32E-08,3.31E-08,1.69E-08,2.69E-08,5.29E-08,2.91E-08
8.35E-12,4.18E-08,3.66E-08,2.88E-08,3.15E-08,5.01E-08,3.09E-08,4.21E-08,3.67E-08
8.35E-12,4.09E-08,5.26E-08,2.43E-08,1.59E-08,2.20E-08,3.06E-08,2.33E-08,3.80E-08
8.35E-12,4.50E-08,3.07E-08,2.21E-08,1.68E-08,3.58E-08,3.21E-08,2.46E-08,3.71E-08
8.35E-12,4.37E-08,3.29E-08,2.62E-08,3.10E-08,4.41E-08,3.08E-08,5.47E-08,2.75E-08
8.35E-12,3.83E-08,4.94E-08,2.55E-08,3.30E-08,2.29E-08,4.01E-08,2.35E-08,3.47E-08
8.35E-12,3.81E-08,3.51E-08,2.22E-08,2.02E-08,3.67E-08,3.73E-08,5.94E-08,3.55E-08
8.35E-12,4.29E-08,3.93E-08,2.36E-08,2.41E-08,4.47E-08,3.12E-08,5.80E-08,3.76E-08
8.35E-12,4.44E-08,5.09E-08,2.34E-08,1.63E-08,2.56E-08,2.52E-08,4.89E-08,3.94E-08
8.35E-12,4.31E-08,3.97E-08,2.25E-08,2.21E-08,4.01E-08,3.32E-08,5.51E-08,3.11E-08
8.35E-12,3.84E-08,5.01E-08,2.43E-08,2.02E-08,3.69E-08,3.50E-08,6.10E-08,2.76E-08
8.35E-12,4.36E-08,5.18E-08,2.20E-08,3.30E-08,4.41E-08,3.67E-08,4.83E-08,3.39E-08
8.35E-12,3.88E-08,4.46E-08,2.38E-08,2.38E-08,3.67E-08,4.10E-08,2.57E-08,3.99E-08
8.35E-12,4.47E-08,4.03E-08,2.84E-08,2.09E-08,3.38E-08,3.84E-08,3.68E-08,3.03E-08
8.35E-12,3.98E-08,4.38E-08,2.45E-08,2.40E-08,4.94E-08,3.92E-08,2.97E-08,3.94E-08
8.35E-12,3.81E-08,2.98E-08,2.21E-08,2.09E-08,2.89E-08,4.04E-08,6.02E-08,2.76E-08
8.35E-12,4.10E-08,5.30E-08,2.23E-08,1.60E-08,1.69E-08,2.78E-08,4.90E-08,2.85E-08
8.35E-12,4.35E-08,3.89E-08,2.37E-08,3.43E-08,1.96E-08,2.85E-08,3.81E-08,3.61E-08
8.35E-12,4.38E-08,3.02E-08,2.79E-08,2.14E-08,3.05E-08,2.51E-08,3.55E-08,2.85E-08
8.35E-12,4.01E-08,5.29E-08,2.78E-08,3.15E-08,2.05E-08,2.75E-08,4.56E-08,2.69E-08
8.35E-12,3.99E-08,4.58E-08,2.21E-08,2.88E-08,2.03E-08,3.23E-08,2.62E-08,3.37E-08
8.35E-12,3.97E-08,3.32E-08,2.43E-08,2.62E-08,2.67E-08,3.81E-08,3.51E-08,2.73E-08
8.35E-12,4.10E-08,3.73E-08,2.36E-08,1.61E-08,4.17E-08,2.50E-08,3.31E-08,3.23E-08
8.35E-12,4.34E-08,3.50E-08,2.81E-08,3.03E-08,2.81E-08,2.80E-08,5.05E-08,3.22E-08
8.35E-12,4.55E-08,4.56E-08,2.11E-08,3.07E-08,4.00E-08,2.55E-08,2.95E-08,3.92E-08
8.35E-12,3.93E-08,3.02E-08,2.55E-08,1.51E-08,3.59E-08,3.23E-08,5.62E-08,3.47E-08
8.35E-12,3.80E-08,4.65E-08,2.13E-08,3.39E-08,1.80E-08,3.75E-08,5.29E-08,3.61E-08
8.35E-12,4.09E-08,5.16E-08,2.48E-08,2.74E-08,2.11E-08,4.01E-08,3.95E-08,3.90E-08
8.35E-12,4.40E-08,3.46E-08,2.15E-08,1.73E-08,2.42E-08,2.78E-08,3.01E-08,3.27E-08
8.35E-12,4.02E-08,4.97E-08,2.59E-08,3.25E-08,4.13E-08,3.75E-08,5.66E-08,2.85E-08
8.35E-12,3.87E-08,4.07E-08,2.29E-08,2.85E-08,2.44E-08,2.76E-08,4.63E-08,3.49E-08
8.35E-12,4.59E-08,5.40E-08,2.73E-08,3.16E-08,2.89E-08,2.63E-08,5.36E-08,3.54E-08
8.35E-12,4.59E-08,4.86E-08,2.98E-08,1.80E-08,4.07E-08,2.91E-08,4.61E-08,3.30E-08
8.35E-12,4.23E-08,5.22E-08,2.42E-08,1.68E-08,4.23E-08,3.08E-08,4.13E-08,3.06E-08
8.35E-12,4.27E-08,5.05E-08,2.64E-08,2.50E-08,4.75E-08,3.03E-08,2.18E-08,2.74E-08
8.35E-12,4.42E-08,5.36E-08,2.75E-08,2.06E-08,4.06E-08,2.54E-08,5.90E-08,3.72E-08
8.35E-12,3.88E-08,3.98E-08,2.96E-08,1.88E-08,2.58E-08,2.45E-08,2.71E-08,2.78E-08
8.35E-12,4.35E-08,3.10E-08,2.53E-08,3.06E-08,1.91E-08,3.66E-08,3.90E-08,3.20E-08
8.35E-12,4.26E-08,5.42E-08,2.13E-08,1.90E-08,4.64E-08,2.46E-08,2.44E-08,3.46E-08
8.35E-12,3.79E-08,3.18E-08,2.40E-08,2.58E-08,2.39E-08,3.11E-08,5.90E-08,3.16E-08
8.35E-12,4.21E-08,3.38E-08,2.35E-08,3.21E-08,4.89E-08,3.41E-08,5.79E-08,3.67E-08
8.35E-12,3.87E-08,2.93E-08,2.80E-08,2.53E-08,2.44E-08,3.75E-08,4.81E-08,3.83E-08
8.35E-12,4.05E-08,3.75E-08,2.30E-08,1.53E-08,2.60E-08,4.06E-08,2.72E-08,3.41E-08
8.35E-12,3.81E-08,5.04E-08,2.97E-08,2.11E-08,2.45E-08,4.21E-08,5.60E-08,3.71E-08
8.35E-12,4.18E-08,4.38E-08,2.59E-08,2.35E-08,4.45E-08,2.65E-08,2.54E-08,3.37E-08
8.35E-12,4.22E-08,3.33E-08,2.15E-08,1.62E-08,3.12E-08,3.32E-08,2.11E-08,3.02E-08
8.35E-12,4.04E-08,2.96E-08,2.71E-08,3.21E-08,3.08E-08,3.96E-08,6.22E-08,3.25E-08
8.35E-12,4.56E-08,4.01E-08,2.21E-08,1.91E-08,4.20E-08,4.23E-08,5.68E-08,3.22E-08
8.35E-12,4.55E-08,4.10E-08,2.71E-08,2.49E-08,2.89E-08,3.57E-08,4.82E-08,2.96E-08
8.35E-12,4.22E-08,5.32E-08,2.89E-08,3.45E-08,3.78E-08,3.15E-08,3.94E-08,2.68E-08
8.35E-12,4.04E-08,4.85E-08,2.65E-08,2.40E-08,4.81E-08,4.30E-08,4.14E-08,3.26E-08
8.35E-12,4.42E-08,3.22E-08,2.83E-08,3.00E-08,3.63E-08,2.95E-08,4.53E-08,3.44E-08
8.35E-12,3.93E-08,3.07E-08,2.23E-08,3.49E-08,4.36E-08,2.42E-08,4.35E-08,3.03E-08
8.35E-12,4.18E-08,4.38E-08,2.05E-08,3.26E-08,3.29E-08,2.73E-08,6.19E-08,3.88E-08
8.35E-12,4.28E-08,3.85E-08,2.93E-08,3.30E-08,1.84E-08,2.52E-08,3.08E-08,3.12E-08
8.35E-12,4.47E-08,2.96E-08,2.26E-08,2.95E-08,1.97E-08,4.07E-08,2.78E-08,3.28E-08
8.35E-12,4.00E-08,4.30E-08,2.98E-08,1.80E-08,4.57E-08,3.32E-08,4.56E-08,2.68E-08
8.35E-12,4.16E-08,4.76E-08,2.54E-08,3.48E-08,3.35E-08,2.44E-08,2.55E-08,3.30E-08
8.35E-12,3.90E-08,4.06E-08,2.62E-08,1.73E-08,1.95E-08,2.38E-08,2.45E-08,3.23E-08
8.35E-12,4.13E-08,5.07E-08,2.25E-08,3.19E-08,2.92E-08,2.38E-08,5.20E-08,2.89E-08
8.35E-12,3.77E-08,4.39E-08,2.81E-08,2.87E-08,2.67E-08,3.41E-08,2.82E-08,3.38E-08
8.35E-12,3.94E-08,4.64E-08,2.39E-08,1.96E-08,3.59E-08,2.60E-08,3.28E-08,2.77E-08
8.35E-12,4.08E-08,5.10E-08,2.62E-08,2.24E-08,3.83E-08,3.58E-08,3.50E-08,2.89E-08
8.35E-12,4.55E-08,4.20E-08,2.96E-08,2.45E-08,4.79E-08,3.93E-08,4.15E-08,2.69E-08
8.35E-12,3.96E-08,4.02E-08,2.89E-08,3.33E-08,3.75E-08,3.28E-08,5.53E-08,3.16E-08
8.35E-12,4.32E-08,3.80E-08,2.13E-08,2.44E-08,1.80E-08,3.43E-08,6.11E-08,2.92E-08
8.35E-12,3.79E-08,4.04E-08,2.40E-08,3.45E-08,3.91E-08,3.80E-08,2.55E-08,3.33E-08
8.35E-12,4.53E-08,4.61E-08,2.43E-08,2.14E-08,4.98E-08,3.85E-08,3.45E-08,3.18E-08
8.35E-12,4.23E-08,4.76E-08,2.42E-08,2.73E-08,4.92E-08,4.05E-08,3.70E-08,3.04E-08
8.35E-12,4.46E-08,4.16E-08,2.48E-08,1.79E-08,2.01E-08,2.95E-08,6.19E-08,2.78E-08
8.35E-12,3.98E-08,3.83E-08,2.65E-08,1.70E-08,1.75E-08,2.96E-08,6.07E-08,3.88E-08
8.35E-12,4.37E-08,4.57E-08,2.62E-08,1.93E-08,4.03E-08,2.71E-08,5.82E-08,2.75E-08
8.35E-12,4.03E-08,5.06E-08,2.13E-08,3.01E-08,3.25E-08,2.94E-08,4.60E-08,2.96E-08
8.35E-12,4.34E-08,3.66E-08,2.20E-08,2.15E-08,4.79E-08,3.68E-08,5.23E-08,3.97E-08
8.35E-12,4.12E-08,3.68E-08,2.86E-08,2.30E-08,4.12E-08,3.62E-08,5.70E-08,3.19E-08
8.35E-12,4.59E-08,3.71E-08,2.04E-08,2.20E-08,4.44E-08,3.99E-08,3.46E-08,3.90E-08
8.35E-12,4.28E-08,3.10E-08,2.68E-08,2.22E-08,2.18E-08,2.44E-08,5.49E-08,3.86E-08
8.35E-12,3.77E-08,3.55E-08,2.06E-08,2.21E-08,2.92E-08,3.74E-08,3.93E-08,3.85E-08
8.35E-12,3.93E-08,3.19E-08,2.24E-08,2.73E-08,3.66E-08,3.41E-08,4.81E-08,3.69E-08
8.35E-12,4.01E-08,3.66E-08,2.52E-08,2.95E-08,4.71E-08,2.99E-08,3.03E-08,2.83E-08
8.35E-12,4.03E-08,3.02E-08,2.33E-08,1.72E-08,3.62E-08,4.11E-08,5.84E-08,3.39E-08
8.35E-12,4.39E-08,3.97E-08,2.03E-08,1.90E-08,2.43E-08,3.46E-08,2.41E-08,3.23E-08
8.35E-12,4.24E-08,5.03E-08,2.68E-08,3.13E-08,1.92E-08,3.48E-08,2.53E-08,3.63E-08
8.35E-12,4.02E-08,4.65E-08,2.88E-08,1.51E-08,3.10E-08,3.02E-08,5.37E-08,3.70E-08
8.35E-12,4.31E-08,3.90E-08,2.24E-08,1.75E-08,2.37E-08,3.59E-08,4.56E-08,3.96E-08
8.35E-12,4.19E-08,5.28E-08,2.24E-08,2.62E-08,1.95E-08,3.99E-08,2.82E-08,3.43E-08
8.35E-12,4.44E-08,5.30E-08,2.66E-08,1.90E-08,1.95E-08,3.07E-08,6.20E-08,3.05E-08
8.35E-12,3.95E-08,3.26E-08,2.91E-08,2.37E-08,3.54E-08,2.37E-08,4.08E-08,3.79E-08
8.35E-12,3.81E-08,3.73E-08,2.39E-08,2.96E-08,4.90E-08,4.28E-08,4.70E-08,3.81E-08
8.35E-12,4.00E-08,3.87E-08,2.24E-08,3.48E-08,1.69E-08,3.73E-08,3.67E-08,3.63E-08
